id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
24787100,https://www.airbnb.com/rooms/24787100,20211207182339,2021-12-08,Studio for 2 close to Euston Station,"Self-catering Double Studio on first floor (with stairs) ideal for a couple getaway in London. The Studio is equipped with a complete kitchenette, TV and ensuite bathroom; towels and linen provided upon arrival. <br /><br />The building has a central location with good connections to both the main tourist attractions and to the airports: in front of Euston Station and 5 minutes away from King's Cross Station and the British Library.<br /><br /><b>The space</b><br />The flat is a studio apartment (one single space) with a double bed to accommodate up to 2 people. <br /><br />Placed on the first floor of the building, the apartment is on the street side. <br /><br />Washing machine and dryer are common for all the building residents and placed on the corridor in front of the flat (they are not inside the flat for private use). Iron and ironing board are available upon request.<br /><br /><b>Guest access</b><br />Guests have complete and private access to the studio, which is not shared w","Central location, near King's Cross Station and the British Library.",https://a0.muscache.com/pictures/ec87e4bf-e92f-4bc3-81d9-ed2eede23841.jpg,43754868,https://www.airbnb.com/users/show/43754868,Silvia,2015-09-09,"Greater London, England, United Kingdom","I'm Silvia and everyone is welcome! I love hosting people and learn about new cultures that 's why i have founded Charmstay and Dormoalondra. 
",within an hour,100%,100%,f,https://a0.muscache.com/im/users/43754868/profile_pic/1441796608/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43754868/profile_pic/1441796608/original.jpg?aki_policy=profile_x_medium,LB of Haringey,29.0,29.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Greater London, England, United Kingdom",Camden,,51.52948,-0.13377,Entire condominium (condo),Entire home/apt,2,,1 bath,,1.0,"[""Hot water"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Private entrance"", ""Paid parking garage off premises"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Fire extinguisher"", ""Iron"", ""Dining table"", ""Portable fans"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Freezer"", ""Body soap"", ""Wifi"", ""Cooking basics"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Central heating"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""Shampoo"", ""Free washer \u2013 In building"", ""Electric stove"", ""Hot water kettle"", ""Refrigerator"", ""Dishes and silverware"", ""Conditioner"", ""Security cameras on property""]",$81.00,3,60,3.0,3.0,60.0,60.0,3.0,60.0,,t,1,1,1,1,2021-12-08,9,0,0,2018-08-08,2020-03-12,4.67,4.67,4.89,5.0,5.0,5.0,4.11,,f,26,26,0,0,0.22
24809567,https://www.airbnb.com/rooms/24809567,20211207182339,2021-12-08,"CAMDEN. Cozy, cute & bright double room!!","In the heart of Camden! MI CASA ES TU CASA ;)<br /><br />I offer this cozy double room, very bright and silent, in a 2 bedroom apartment with access to an open plan living room & kitchen.<br />My flat is literally 2 minutes walk to Camden High Street, where all the magic happens. On the 6th floor of a flat situated in a secure gated development in a residential and very safe area. <br /><br />Good for travellers, couples, business people, students or anyone wishing to have a good time in London.<br />Bienvenid@!!<br /><br /><b>The space</b><br />Holaaa Airbnbers!! <br /><br />Thanks for clicking on my profile. My name is Marta and I hope this info is useful for you.<br /><br />I recently moved to my precious and cozy apartment, it`s located in one of the best areas of London, the best if you ask me!! :D<br />My apartment is literally 2 minutes walk from Camden High Street.<br />This is a very quiet flat, no close roads, so you can have very good rest during the night. <br /><br />I off","Just few minutes from Camden’s most famous market. Also close to St Pancras International station, home to Eurostar and an amazing collection of shops ( Lidl, Poundland, Marks & Spencer, Post Office), restaurants and bars literlly only 5 min. away. <br />Moments away from the British Library, Central St Martins School and University College of London and many other tourist attractions, the place is perfectly located for a short or long staying in central London.",https://a0.muscache.com/pictures/8aa4919a-9d49-4751-a935-0ce56441a5b1.jpg,178932506,https://www.airbnb.com/users/show/178932506,Marta,2018-03-17,"London, England, United Kingdom","Art lover!! Theatre & cinema passionate!! Traveler and curious!! Happy? Hopefully!
Positive? Always... And a big smile on my face! :)",,,,f,https://a0.muscache.com/im/pictures/user/634769c2-e264-44f1-abc9-d96db8fe8eec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/634769c2-e264-44f1-abc9-d96db8fe8eec.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,"London, England, United Kingdom",Camden,,51.53371,-0.13587,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,"[""Shampoo"", ""Washer"", ""Elevator"", ""Hot water"", ""Heating"", ""Host greets you"", ""Breakfast"", ""Essentials"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Dryer"", ""Hair dryer""]",$28.00,120,1125,120.0,120.0,1125.0,1125.0,120.0,1125.0,,t,0,0,0,0,2021-12-08,10,0,0,2018-06-07,2018-07-09,5.0,5.0,5.0,4.9,4.9,4.9,4.8,,f,2,0,2,0,0.23
24877223,https://www.airbnb.com/rooms/24877223,20211207182339,2021-12-08,Room in family home in Ealing Broadway double bed,"Our place is a 5 minutes walk to Ealing Broadway Station and shopping center, supermarkets, banks. <br />Very good connection to HEATHROW 15/20m, and  25m to Central London.<br /> (have a single bed , we can add another single bed)<br />The Kitchen is big and tidy, with big sofa and a table.<br />The flat has a spacious bathroom and an auxiliary toilet to make things easy.<br />The room is plenty of space, very well illuminated, having a single bed, desk, bookshelves,  wardrobe and bedside table.<br /><br /><b>The space</b><br />Plese notice that from 11th June to 17th June the kitchen is no able do some changes. <br />Other ways, Our place is always tidy and clean. Near to everything but is a secret place to go in. The room have a small double bed.<br /><br /><b>Guest access</b><br />You can use the kitchen if you need it. As you can see at the pictures there is a sofa and dinner table.<br /><br /><b>Other things to note</b><br />Our place is close to everything, and is really as you ",stay 5 minutes from Ealing broadway station is a really plus because you can connect to the city by District line and Central line also have  Heathrow and Paddington connection as well.,https://a0.muscache.com/pictures/fc5bb993-a3e3-437f-bba9-7a15e66c0830.jpg,61358110,https://www.airbnb.com/users/show/61358110,Ruth& Alex,2016-03-03,"Mislata, Valencian Community, Spain","We  Airbnb host and guest...
As of many of you, we love travel.
....

About Us as a host:
We are couple with a polite boy of 13 years old.
Spanish teacher and Mechanic. Sometimes you will be host for one of us.  But feel free to ask if you need help.",,,,f,https://a0.muscache.com/im/pictures/user/e86620a3-10ce-4efe-b464-59b3598bd74c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e86620a3-10ce-4efe-b464-59b3598bd74c.jpg?aki_policy=profile_x_medium,LB of Ealing,3.0,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Ealing,,51.51443,-0.29931,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,"[""Washer"", ""Extra pillows and blankets"", ""Hot water"", ""Heating"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Bed linens"", ""Hair dryer""]",$31.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,,t,0,0,0,0,2021-12-08,19,0,0,2018-05-10,2019-05-11,4.84,4.84,4.89,4.89,4.95,4.89,4.89,,f,3,0,3,0,0.44
24880026,https://www.airbnb.com/rooms/24880026,20211207182339,2021-12-09,Chelsea Green entire 1 bedroom flat self contained,"Newly renovated 1 bedroom garden flat moments from Kings Road and South Kensington museums. <br /><br />3 mins from Royal Marsden & Royal Brompton Hospitals. Self contained with own access. <br /><br />The garden flat has its own access and has been recently renovated throughout. The flat has 1 bedroom with ensuite shower room, an open plan kitchen sitting room and a terrace with chairs and table.<br /><br /><br />The flat is 6 minutes walk from South Kensington station, Kings Road is 4 minutes and Knightsbridge 15 minutes walk.<br /><br /><b>The space</b><br />The flat is self contained below the main house with its own front door opening into a hallway. To the left is the open plan sitting room/kitchen and to the right is the bedroom and shower room. <br />There is also a small patio with chairs and a table.<br /><br /><b>Guest access</b><br />Guests access the apartment by its own front door and is fully self contained.",,https://a0.muscache.com/pictures/35eebb1d-3a48-4a1c-8f0a-d97d1272f524.jpg,188094740,https://www.airbnb.com/users/show/188094740,Lucinda,2018-05-06,GB,,within an hour,100%,80%,t,https://a0.muscache.com/im/pictures/user/96d455fc-cce3-4eec-a7c7-03c13f3b8461.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/96d455fc-cce3-4eec-a7c7-03c13f3b8461.jpg?aki_policy=profile_x_medium,Chelsea,1.0,1.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,,Kensington and Chelsea,,51.49147,-0.1711,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Hot water"", ""Heating"", ""Private entrance"", ""Lockbox"", ""First aid kit"", ""Iron"", ""Backyard"", ""Hair dryer"", ""Stove"", ""Oven"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Hangers"", ""Bed linens"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$135.00,1,100,1.0,2.0,100.0,100.0,1.3,100.0,,t,7,37,67,340,2021-12-09,110,11,3,2018-05-21,2021-12-05,4.95,4.98,4.96,4.96,5.0,4.99,4.86,,f,1,1,0,0,2.54
24982535,https://www.airbnb.com/rooms/24982535,20211207182339,2021-12-09,Leyton East London Room with a view - 1 guest,"I am close to Olympic Park in Stratford & Canary Wharf.   A 20-minute tube ride to Central London & tourist attractions are within easy reach. It is a clean house with friendly people.   <br /><br />It is ideal for visitors to London, solo adventurers and business travellers.<br /><br />We work full-time so check-in & check-out times are limited. As long as you are considerate, flexible, easy going & willing to work around our availability, I would be delighted to host you.<br /><br /><b>The space</b><br />It is ideal if you are visiting London to see the attractions, for solo adventurers and business travellers.<br />The room has a vanity unit, a double bed with an orthopedic mattress and a topper. It is 4' 6"" wide and comfortable!<br />The room has views of the back garden.<br /><br /><b>Guest access</b><br />Guests can access the garden, kitchen and living/dining room which has a colour TV.<br /><br /><b>Other things to note</b><br />I have 2 friendly long-term lodgers who share my ","The house is in a quiet street.  There are plenty of cafes, restaurants, corner shops, supermarkets and a gym which are within easy walking distance.",https://a0.muscache.com/pictures/010224cb-1024-41ad-b0bc-e91bb0aa2c0d.jpg,24514995,https://www.airbnb.com/users/show/24514995,Lanka,2014-12-05,"Greater London, England, United Kingdom","I am a friendly mature Asian female. After working in a secondary school for over 10 years, I now spend my time doing voluntary work in the local community.   I am interested in sustainable living, community development, gardening, scrabble, yoga, walking, travel.  As much as I love travelling to different parts of the world and getting to know other cultures, I enjoy the company of like minded people and love meeting people from different parts of the world.",within an hour,100%,87%,f,https://a0.muscache.com/im/users/24514995/profile_pic/1442350240/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/24514995/profile_pic/1442350240/original.jpg?aki_policy=profile_x_medium,LB of Waltham Forest,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Waltham Forest,,51.56413,-0.00418,Private room in bed and breakfast,Private room,1,,1.5 shared baths,1.0,1.0,"[""Hot water"", ""Heating"", ""Iron"", ""Backyard"", ""Lock on bedroom door"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Security cameras on property""]",$18.00,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,,t,1,2,32,32,2021-12-09,4,1,0,2018-06-11,2021-05-13,3.75,3.5,3.5,4.0,4.0,3.25,3.75,,f,2,0,2,0,0.09
25129647,https://www.airbnb.com/rooms/25129647,20211207182339,2021-12-08,"Four Bed Central London, Camden Town","Spacious four bedroom flat in the centre of Camden Town. Opposite Camden Town underground station. Great transport links to central London. Euston in 3 minutes, King's Cross St. Pancras in 5 minutes. Directly next to Jazz Cafe and plenty more restaurants and bars in the area. Camden Market and Lock is a 2 minute walk down the road. Camden is a bustling neighbourhood, a huge variety of live music and street food.<br /><br /><b>The space</b><br />The flat is situated over a series of levels. With an open plan kitchen and living area on the top floor. Hotel linen and cleaning provided.<br /><br /><b>Guest access</b><br />Guests have access to the whole flat.","Camden Town is famed for its market, a warren of fashion and curiosities by the Regent’s Canal. It is known for its thriving nightlife, live music in alternative clubs and old-school pubs, and major stars playing at the Jazz Cafe and the Roundhouse. The stunning Regent's Park, Primrose Hill and the London Zoo are a 15 minute walk away.",https://a0.muscache.com/pictures/0f1f588f-279b-495d-9b46-ca608ed20d77.jpg,189928876,https://www.airbnb.com/users/show/189928876,Robert,2018-05-16,GB,,,,,f,https://a0.muscache.com/im/pictures/user/3bcf343c-459e-46f3-81b7-b12ac73f29dd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3bcf343c-459e-46f3-81b7-b12ac73f29dd.jpg?aki_policy=profile_x_medium,Camden Town,1.0,1.0,"['email', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Camden,,51.53929,-0.14223,Entire rental unit,Entire home/apt,8,,1.5 baths,4.0,4.0,"[""Shampoo"", ""Washer"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Long term stays allowed"", ""Smoke alarm"", ""Oven"", ""Cooking basics"", ""Dedicated workspace"", ""Hangers"", ""Dishwasher""]",$160.00,2,60,2.0,2.0,60.0,60.0,2.0,60.0,,t,0,0,0,0,2021-12-08,0,0,0,,,,,,,,,,,f,1,1,0,0,
25182929,https://www.airbnb.com/rooms/25182929,20211207182339,2021-12-08,Modern 1 Bed Flat - East Putney-10 mins to Station,"A newly refurbished quiet and contemporary one bedroom flat situated in East Putney, 10 minutes walk from the Underground.  Nespresso machine and Free Wifi.<br /><br />The flat<br /><br /><b>The space</b><br />The flat consists of an open plan kitchen/living room with an exposed brick fireplace and window seat. <br /><br />There is a good sized bedroom with a a double bed, chest of drawers and built in wardrobe. <br /><br />The bathroom is modern with a bath/shower.<br /><br /><b>Guest access</b><br />Guests will have sole use of the entire flat.","The flat is situated in East Putney, a short walk from the River Thames as well as the restaurants and bars of Putney.  Slightly further afield are the bars, pubs and restaurants of Fulham.  There is also the Southside shopping centre a short walk away which offers a good selection of shops, a cinema, supermarkets and further restaurants.  <br /><br />There are a number of good pubs and restaurants within walking distance.  Please feel free to ask for any recommendations.",https://a0.muscache.com/pictures/25da4ec0-7db0-4263-aaa7-bc3ce991cf1a.jpg,12173037,https://www.airbnb.com/users/show/12173037,Harrison,2014-02-12,"London, United Kingdom","Hi there,

I live and work in London, I love to explore new places and countries. I'm an experienced with AirBNB both as a host and as a guest. ",,,,f,https://a0.muscache.com/im/pictures/user/bc6a71ee-a7df-4ee6-a067-2637cbd69e0f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bc6a71ee-a7df-4ee6-a067-2637cbd69e0f.jpg?aki_policy=profile_x_medium,Wandsworth,2.0,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Wandsworth,,51.45839,-0.20149,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Washer"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Iron"", ""TV"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Hair dryer""]",$60.00,3,15,3.0,3.0,15.0,15.0,3.0,15.0,,t,0,0,0,0,2021-12-08,2,0,0,2018-06-11,2018-06-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,2,0,0,0.05
25224522,https://www.airbnb.com/rooms/25224522,20211207182339,2021-12-08,Modern apartment 12 minutes to Buckinham Palace.,"This is a Newly Renovated Modern styled Apartment situated in Private Gated development.  The Apartment is ideal for those needing self-isolate, key workers and staff relocation during this time. You will have access to the whole apartment & a Very well equipped kitchen with a selection of coffee and Tea options to make your stay more comfortable.<br /><br /><b>The space</b><br />The apartment contains a kitchen, one bedroom with two single beds and a reception room with a new sofa that can be transformed into a double bed.<br />The apartment comes with stable, high-speed WIFI. You will have access to one space in the resistance car park. <br />The flat location is excellent, its just 5-minute walk to Clapham Junction train station from which you can reach the city centre Wimbledon, Richmond, Victoria, Vauxhall shepherds Bush and Waterloo all in less than 10 minutes, There is easy access to the tube network from Shepherds bush Waterloo and Victoria. You will have access to a very well ","The area is busy and bustling, many young professionals aged between 24-40 live and work in the area. Pubs, Restaurants, Comedy Stores, Theaters, Dance venues, Take Away services are all within walking distance.  The local shops and department stores are a 5- minute walk, and Northcote Road is about a 15- minute walks away. Beautiful Battersea Park is a 5- minute walk away if you want to enjoy the fresh air and views of the river Thames. The area is safe, with well-lit streets.",https://a0.muscache.com/pictures/2a70fcca-77d8-478c-a6de-38cfc2a5cb4d.jpg,163893089,https://www.airbnb.com/users/show/163893089,Antonio,2017-12-24,"Bath and North East Somerset, England, United Kingdom","I'm a photographer so you see many of my world travel photos in the apartment. I have a love for interior design & have a passion for Traveling, Enjoy Good Wine, and Coffee, hopefully, you will enjoy our Coffee for your breakfast. ",within an hour,100%,0%,t,https://a0.muscache.com/im/pictures/user/d70a0777-cf4e-4188-b392-584b2d20dbdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d70a0777-cf4e-4188-b392-584b2d20dbdb.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Wandsworth,,51.46638,-0.16695,Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,"[""Hot water"", ""Heating"", ""Coffee maker"", ""Private entrance"", ""Lockbox"", ""First aid kit"", ""Fire extinguisher"", ""Iron"", ""Free parking on premises"", ""Dryer"", ""Hair dryer"", ""Stove"", ""Oven"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""High chair"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$158.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2021-12-08,27,0,0,2018-06-10,2020-02-20,4.81,4.89,4.96,4.81,4.85,4.85,4.81,,f,1,1,0,0,0.63
25244543,https://www.airbnb.com/rooms/25244543,20211207182339,2021-12-08,Immaculate 2 Bed/2 Bath House in West Hampstead,"Absolutely spectacular 2 bed 2 bathroom house situated in the very desirable West Hampstead and less than a 5 minute walk to West Hampstead station. The house is impeccable and has been recently refurbished so it really is immaculate! The house boasts plenty of room to relax, a state of the art kitchen, a sunlit dining area, and a lovely private outdoor area! Step into this magnificent home and any family, couples, friends or business travellers will instantly realise that this house is a gem!<br /><br /><b>The space</b><br />Amenities: <br />- 24/7 guest support<br />- Professionally cleaned<br />- Hotel-quality bed linen and towels<br />- 24/7 check-in as there is a lockbox with the keys<br /><br />Kitchen:<br />- Fully equipped<br />- Oven<br />- Stove<br />- Refrigerator<br />- Microwave<br />- Toaster<br />- Kettle<br />- Breakfast area<br /><br />Living Room:<br />- Large corner sofa<br />- Massive TV<br /><br />Dining Room:<br />- Table and chairs<br />- Two skylights<br /><br /","A well loved area to those who live there, West Hampstead has plenty to offer due to its great location and thriving community. The high street that dominates the area is not merely a great collection of boutiques, restaurants and cafes but also acts as a social hub. Hampstead Heath is a short walk away, as are the shops, cinemas and leisure complexes of Swiss Cottage and Finchley Road. The three train stations on West End Lane provide easy routes both across London and as far as Brighton. <br /><br />City professionals, young couples and families are drawn to its West Hampstead’s vibrant cafe culture and impressive architecture. Neighbouring Hampstead Village, with its hilly lanes, alleyways and streets full of independent shops, boutiques and cosy pubs, is a country-like getaway in the heart of the city.<br /><br />From opportunities to explore the nearby heath to dining in a range of superb restaurants and enjoying its vibrant nightlife, West Hampstead offers the best of country and",https://a0.muscache.com/pictures/ebb54768-98ca-4ac5-8bb7-41674e5af9b1.jpg,190241049,https://www.airbnb.com/users/show/190241049,Mumtaz,2018-05-18,"London, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/c0016cdb-2f2b-4757-8479-143b15bb55fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c0016cdb-2f2b-4757-8479-143b15bb55fa.jpg?aki_policy=profile_x_medium,Hampstead,1.0,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,"Greater London, England, United Kingdom",Camden,,51.54842,-0.19361,Entire residential home,Entire home/apt,4,,2 baths,2.0,2.0,"[""Hot water"", ""Heating"", ""Iron"", ""Backyard"", ""Dryer"", ""Stove"", ""Oven"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$173.00,2,365,2.0,5.0,1125.0,1125.0,4.3,1125.0,,t,0,0,0,0,2021-12-08,3,0,0,2018-06-20,2019-03-03,4.0,3.67,3.33,3.67,3.67,4.0,3.67,,f,1,1,0,0,0.07
25356409,https://www.airbnb.com/rooms/25356409,20211207182339,2021-12-08,Approachable,"Large and private south facing with view comfortable ""studio room"" (bed size - 200cm length x 152 width or UK King Size) at top of maisonette with en-suite (toilet, basin and shower), kitchenette, dining furniture, desk, spacious cupboard. Access to own terrace. Just two minutes walk to Raynes Park railway station. Next stop Wimbledon. Trains every 5 minutes taking 20 minutes to London Waterloo or Victoria via Clapham Junction.  Close to Raynes Park shops and restaurants.<br /><br /><b>The space</b><br />Ideal for couples and single persons on short stays two days to one week, especially Wimbledon fans or visitors to London, Kingston and Hampton. Super terrace space to relax in.<br /><br /><b>Guest access</b><br />Railway station, supermarkets, library, restaurants all short walks away.<br /><br />The Private studio room is sufficient for most purposes but guests may also use a larger lounge with big TV, music center and piano on lower floor shared with one other.<br /><br /><b>Other t","Very friendly neighbourhood and many conveniences including supermarkets, restaurants and takeaways nearby.",https://a0.muscache.com/pictures/2f0704f7-981b-4f22-a4a6-9137d18d487e.jpg,191478917,https://www.airbnb.com/users/show/191478917,Francis,2018-05-25,GB,,,,0%,f,https://a0.muscache.com/im/pictures/user/cd3485b0-0ef0-4830-8ec6-7547a582ea8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd3485b0-0ef0-4830-8ec6-7547a582ea8f.jpg?aki_policy=profile_x_medium,LB of Merton,1.0,1.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Merton,,51.40995,-0.22624,Private room in rental unit,Private room,2,,0 shared baths,1.0,1.0,"[""Hot water"", ""Heating"", ""Coffee maker"", ""Fire extinguisher"", ""Iron"", ""Keypad"", ""Lock on bedroom door"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Kitchen"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Hangers"", ""Bed linens"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$50.00,2,15,2.0,2.0,15.0,15.0,2.0,15.0,,t,0,0,0,0,2021-12-08,7,0,0,2018-07-08,2019-05-30,5.0,5.0,5.0,5.0,5.0,4.86,4.57,,f,1,0,1,0,0.17
